"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"1207","Nuchequula mannusella",1245,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Lianzhou Bay of Beihai",21.528536,109.021783,NA,"2015","cytb",30,"1141",0.59,NA,0.00073,NA,"mtdna102",10.1,NA,NA,NA
"1208","Nuchequula mannusella",1246,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Shantou",23.319399,116.786672,NA,"2014","cytb",30,"1141",0.42,NA,0.00041,NA,"mtdna102",10.1,NA,NA,NA
"1209","Nuchequula mannusella",1247,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Xiamen",24.439131,118.162752,NA,"2015","cytb",32,"1141",0.39,NA,0.00038,NA,"mtdna102",10.1,NA,NA,NA
"1210","Nuchequula mannusella",1248,"","Gao et al. 2019 Pakistan J. Zool. 51:1527-1535","China","Zhuhai",22.284529,113.611623,NA,"2015","cytb",30,"1141",0.51,NA,0.00052,NA,"mtdna102",10.1,NA,NA,NA
"1211","Odonus niger",1249,"Red-toothed triggerfish","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Mabini",13.700853,120.876967,NA,"","control region",21,"891",1,0.0033,0.0461,0.0012,"mtdna102",50,NA,"external","dioecism"
"1212","Odonus niger",1250,"Red-toothed triggerfish","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Tingloy",13.658826,120.882568,NA,"","control region",14,"891",1,0.0072,0.0467,0.0017,"mtdna102",50,NA,"external","dioecism"
"1213","Okamejei kenojei",1251,"Ocellate spot skate","Misawa et al. 2018 Fishery Bulletin 117:24-36","Japan","East China Sea",32.90658,130.716779,NA,"","control region",31,"597",0.6989,0.008944344,0.0016,0.000233487,"mtdna102",57,40,"internal (oviduct)","dioecism"
"1214","Okamejei kenojei",1252,"Ocellate spot skate","Misawa et al. 2018 Fishery Bulletin 117:24-36","Japan","Osaka Bay",34.50296,135.186743,NA,"","control region",24,"597",0.0833,0.015288898,1e-04,0.000612372,"mtdna102",57,40,"internal (oviduct)","dioecism"
"1215","Ophiodon elongatus",1253,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Bodega Bay, California",38.334,-123.096967,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",47,"548",NA,NA,0.003,NA,"mtdna101",152,60000,"external","dioecism"
"1216","Ophiodon elongatus",1254,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Eureka, California",40.820319,-124.225185,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",40,"548",NA,NA,0.003,NA,"mtdna101",152,60000,"external","dioecism"
"1217","Ophiodon elongatus",1255,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Kodiak Island, Alaska",57.017,-152.806854,NA,"1999","cytochrome c oxidase subunit I",6,"548",NA,NA,0.004,NA,"mtdna101",152,60000,"external","dioecism"
"1218","Ophiodon elongatus",1256,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Monterey Bay, California",36.614,-122.153004,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",12,"548",NA,NA,0.004,NA,"mtdna101",152,60000,"external","dioecism"
"1219","Ophiodon elongatus",1257,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Point Defiance, Washington",47.413,-122.377085,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",15,"548",NA,NA,0.004,NA,"mtdna101",152,60000,"external","dioecism"
"1220","Ophiodon elongatus",1258,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Francisco, California",37.818,-122.544719,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",30,"548",NA,NA,0.003,NA,"mtdna101",152,60000,"external","dioecism"
"1221","Ophiodon elongatus",1259,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Juan Islands, Washington",48.517,-122.953711,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",20,"548",NA,NA,0.002,NA,"mtdna101",152,60000,"external","dioecism"
"1222","Ophiodon elongatus",1260,"Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Straits of Juan de Fuca, Washington",48.316,-123.28435,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",16,"548",NA,NA,0.001,NA,"mtdna101",152,60000,"external","dioecism"
"1223","Opistognathus aurifrons",1261,"Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Bahamas","Bimini ",25.59,-79.315,NA,"2009","control region, cytochrome c oxidase subunit I",9,"1029",1,NA,0.0136,NA,"mtdna101",10,NA,"external","dioecism"
"1224","Opistognathus aurifrons",1262,"Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Netherlands Antilles","Aruba ",12.852,-70.057,NA,"2009","control region, cytochrome c oxidase subunit I",15,"1029",1,NA,0.02584,NA,"mtdna101",10,NA,"external","dioecism"
"1225","Opistognathus aurifrons",1263,"Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","United States","South Florida ",25.349,-80.259,NA,"2009","control region, cytochrome c oxidase subunit I",15,"1029",1,NA,0.01007,NA,"mtdna101",10,NA,"external","dioecism"
"1226","Opistognathus aurifrons",1264,"Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","US Virgin Islands ","St. Thomas ",18.318,-64.99,NA,"2009","control region, cytochrome c oxidase subunit I",14,"1029",1,NA,0.01625,NA,"mtdna101",10,NA,"external","dioecism"
"1227","Oplegnathus fasciatus",1265,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Jiaonan",35.8333333333333,120.75,NA,"2009","cytb",11,"501",0.927,NA,0.003,NA,"mtdna102",80,NA,NA,NA
"1228","Oplegnathus fasciatus",1266,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Jiaonan",35.8333333333333,120.75,NA,"2009","D-loop",12,"519",1,NA,0.019,NA,"mtdna102",80,NA,NA,NA
"1229","Oplegnathus fasciatus",1267,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Jiaonan",35.8333333333333,120.75,NA,"2009","cytochrome c oxidase subunit I",12,"642",0.742,NA,0.003,NA,"mtdna102",80,NA,NA,NA
"1230","Oplegnathus fasciatus",1268,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Zhoushan",31,122.5,NA,"2011","cytb",30,"501",0.851,NA,0.006,NA,"mtdna102",80,NA,NA,NA
"1231","Oplegnathus fasciatus",1269,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Zhoushan",31,122.5,NA,"2011","D-loop",24,"519",0.993,NA,0.021,NA,"mtdna102",80,NA,NA,NA
"1232","Oplegnathus fasciatus",1270,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","China","Zhoushan",31,122.5,NA,"2011","cytochrome c oxidase subunit I",30,"642",0.814,NA,0.009,NA,"mtdna102",80,NA,NA,NA
"1233","Oplegnathus fasciatus",1271,"Barred knifejaw","Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052","Taiwan","Taiwan",25.3166666666667,119.75,NA,"2012","D-loop",4,"519",1,NA,0.024,NA,"mtdna102",80,NA,NA,NA
"1234","Pagellus erythrinus",1272,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Acitrezza",38.0333333333333,17.5,NA,"2010","control region",12,"995",1,NA,0.021,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1235","Pagellus erythrinus",1273,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Alghero",40.5333333333333,8.18333333333333,NA,"2010","control region",9,"995",1,NA,0.018,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1236","Pagellus erythrinus",1274,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Ancona",44.2,13.25,NA,"2010","control region",8,"995",1,NA,0.02,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1237","Pagellus erythrinus",1275,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Bari",41.4166666666667,16.1666666666667,NA,"2010","control region",8,"995",1,NA,0.016,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1238","Pagellus erythrinus",1276,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Cagliari",39,9.25,NA,"2010","control region",6,"995",1,NA,0.022,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1239","Pagellus erythrinus",1277,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Castel Sardo",41.4,8.56666666666667,NA,"2010","control region",7,"995",1,NA,0.012,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1240","Pagellus erythrinus",1278,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Elba",42.9833333333333,10.3666666666667,NA,"2011","control region",7,"995",1,NA,0.016,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1241","Pagellus erythrinus",1279,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Fiumicino",41.6833333333333,12.6666666666667,NA,"2010","control region",9,"995",1,NA,0.015,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1242","Pagellus erythrinus",1280,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Gaeta",41.1833333333333,13.4333333333333,NA,"2010","control region",7,"995",1,NA,0.019,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1243","Pagellus erythrinus",1281,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Montalto di Castro",42.1333333333333,11.2,NA,"2011","control region",6,"995",1,NA,0.025,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1244","Pagellus erythrinus",1282,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Porto Cervo",40.9166666666667,10.0333333333333,NA,"2010","control region",8,"995",1,NA,0.024,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1245","Pagellus erythrinus",1283,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Italy","Vibo Marina",38.75,17.3333333333333,NA,"2010","control region",7,"995",1,NA,0.022,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1246","Pagellus erythrinus",1284,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Portugal","Portim„o",36.9666666666667,7.93333333333333,NA,"2012","control region",13,"995",1,NA,0.023,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1247","Pagellus erythrinus",1285,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Bizerte",37.2666666666667,9.91666666666667,NA,"2009","control region",7,"995",1,NA,0.023,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1248","Pagellus erythrinus",1286,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Lampedusa",35.1833333333333,13.1666666666667,NA,"2012","control region",7,"995",1,NA,0.018,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1249","Pagellus erythrinus",1287,"Common pandora","Angiulli et al. 2016 Marine Biology Research 12:4-15","Tunisia","Zarzis",33.4,11.2166666666667,NA,"2009","control region",7,"995",1,NA,0.026,NA,"mtdna102",60,21446.66667,"external","protogyny"
"1250","Pagrus major",1288,"Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","central Kagoshima Bay ",31.3833,130.6609,NA,"2003","control region",86,"495",0.99,0.005,0.025,0.013,"mtdna101",100,NA,"external","dioecism"
"1251","Pagrus major",1289,"Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","East China Sea ",31.6427,130.2557,NA,"2003","control region",86,"495",0.996,0.003,0.026,0.013,"mtdna101",100,NA,"external","dioecism"
"1252","Pagrus major",1290,"Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","inner Kagoshima Bay ",31.6629,130.7021,NA,"2003","control region",58,"495",0.96,0.012,0.023,0.012,"mtdna101",100,NA,"external","dioecism"
"1253","Pagrus major",1291,"Red seabream","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","Shibushi Bay ",31.3924,131.1111,NA,"2003","control region",63,"495",0.996,0.004,0.026,0.013,"mtdna101",100,NA,"external","dioecism"
"1254","Pagrus pagrus",1292,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Greece, Eastern North Atlantic/Mediterranean","Mediterranean/Crete",35.201,21.953582,NA,"1994","control region",48,"526",0.997,0.005,0.014,0.007,"mtdna101",91,48660,"external","protogyny"
"1255","Pagrus pagrus",1293,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Morocco, Eastern North Atlantic/Mediterranean","Madeira",32.88,-9.930182,NA,"1997-1998","control region",43,"526",0.995,0.007,0.014,0.007,"mtdna101",91,48660,"external","protogyny"
"1256","Pagrus pagrus",1294,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Portugal, Eastern North Atlantic/Mediterranean","Azores",37.85,-26.533325,NA,"1997-1998","control region",32,"526",1,0.008,0.013,0.007,"mtdna101",91,48660,"external","protogyny"
"1257","Pagrus pagrus",1295,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Louisiana",29.9,-88.535012,NA,"1999","control region",46,"526",0.987,0.01,0.01,0.006,"mtdna101",91,48660,"external","protogyny"
"1258","Pagrus pagrus",1296,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Panama City, FL",30.155,-85.857669,NA,"2003","control region",20,"526",0.984,0.024,0.008,0.005,"mtdna101",91,48660,"external","protogyny"
"1259","Pagrus pagrus",1297,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","Georgia",31.5,-80.844436,"RPORGYSATLC","2000-2002","control region",20,"526",1,0.016,0.008,0.005,"mtdna101",91,48660,"external","protogyny"
"1260","Pagrus pagrus",1298,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","North Carolina",34.5,-76.254793,"RPORGYSATLC","1999-2002","control region",49,"526",0.991,0.007,0.011,0.006,"mtdna101",91,48660,"external","protogyny"
"1261","Pagrus pagrus",1299,"Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","South Carolina",33,-78.7278,"RPORGYSATLC","1996-2002","control region",60,"526",0.996,0.004,0.01,0.005,"mtdna101",91,48660,"external","protogyny"
"1262","Pampus argenteus",1300,"Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","Bohai Sea",37.56,119.4,NA,"","control region",13,"357",0.79,0.024961509,0.004,0.00027735,"mtdna101",60,44650,"external","dioecism"
"1263","Pampus argenteus",1301,"Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","East China Sea",29.8,123.11,NA,"","control region",22,"357",0.89,0.008528029,0.007,0.000213201,"mtdna101",60,44650,"external","dioecism"
"1264","Pampus argenteus",1302,"Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","South China Sea",21.89,115.96,NA,"","control region",10,"357",0.89,0.025298221,0.007,0.000632456,"mtdna101",60,44650,"external","dioecism"
"1265","Pampus chinensis",1303,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Dongfang",19.036866,108.548664,NA,"","cytb",30,"1137",0.543,0.01168,0.00107,0.00014,"mtdna102",40,NA,"external","dioecism"
"1266","Pampus chinensis",1304,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Dongxing",21.53355,108.044971,NA,"","cytb",30,"1137",0.825,0.00639,0.0021,0.00024,"mtdna102",40,NA,"external","dioecism"
"1267","Pampus chinensis",1305,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Haikou",20.062852,110.225471,NA,"","cytb",30,"1137",0.541,0.00949,0.00084,0.00012,"mtdna102",40,NA,"external","dioecism"
"1268","Pampus chinensis",1306,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Ningbo",30.112125,121.632327,NA,"","cytb",30,"1137",0.618,0.01059,0.00123,0.00016,"mtdna102",40,NA,"external","dioecism"
"1269","Pampus chinensis",1307,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Ningde",26.652008,119.569183,NA,"","cytb",30,"1137",0.828,0.00712,0.00187,0.00022,"mtdna102",40,NA,"external","dioecism"
"1270","Pampus chinensis",1308,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Qionghai",19.200372,110.623075,NA,"","cytb",30,"1137",0.561,0.01059,0.00112,0.00015,"mtdna102",40,NA,"external","dioecism"
"1271","Pampus chinensis",1309,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Sanya",18.256097,109.453976,NA,"","cytb",30,"1137",0.54,0.01114,0.00081,0.00012,"mtdna102",40,NA,"external","dioecism"
"1272","Pampus chinensis",1310,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Xiamen",24.464134,118.061813,NA,"","cytb",30,"1137",0.756,0.00822,0.00165,2e-04,"mtdna102",40,NA,"external","dioecism"
"1273","Pampus chinensis",1311,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Zhanjiang",21.269187,110.415281,NA,"","cytb",30,"1137",0.561,0.01059,0.00106,0.00014,"mtdna102",40,NA,"external","dioecism"
"1274","Pampus chinensis",1312,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","China","Zhuhai",21.977952,113.330092,NA,"","cytb",30,"1137",0.637,0.01461,0.00156,0.00019,"mtdna102",40,NA,"external","dioecism"
"1275","Pampus chinensis",1313,"Chinese silver pomfret","Sun & Tang 2018 J. Fish Biol. 92:214-228","Indonesia","Doka",-7.316492,133.942151,NA,"","cytb",30,"1137",0.674,0.0168,0.00295,0.00032,"mtdna102",40,NA,"external","dioecism"
"1276","Pampus minor",1314,"Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","China","Beihai",21.425024,109.082557,NA,"2016","cytb",24,"415",0.6377,0.0124,0.0019,3e-04,"mtdna102",13.44,NA,"external","dioecism"
"1277","Pampus minor",1315,"Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","China","Haikou",20.081555,110.215835,NA,"2016","cytb",24,"415",0.529,0.0213,0.0014,3e-04,"mtdna102",13.44,NA,"external","dioecism"
"1278","Pampus minor",1316,"Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","Malaysia","Kuala Selangor",3.32364,101.236816,NA,"2016","cytb",24,"415",0.6341,0.0199,0.0048,7e-04,"mtdna102",13.44,NA,"external","dioecism"
"1279","Pampus minor",1317,"Southern lesser pomfret","Li et al. 2019 Pakistan J. Zool. 51:149-157","Malaysia","Mukah",2.929505,112.06176,NA,"2016","cytb",24,"415",0.5036,0.025,0.0028,4e-04,"mtdna102",13.44,NA,"external","dioecism"
"1280","Paralichthys californicus",1318,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Asuncion",26.987588,-114.397554,NA,"","cytb",23,"700",0.585,NA,0.001648,NA,"mtdna101",152,5e+05,"external","dioecism"
"1281","Paralichthys californicus",1319,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Magdelena",24.560852,-112.012381,NA,"","cytb",26,"700",0.7538,NA,0.002282,NA,"mtdna101",152,5e+05,"external","dioecism"
"1282","Paralichthys californicus",1320,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Ensenada/ Todos Santos",29,-115,NA,"","cytb",28,"700",0.8201,NA,0.002785,NA,"mtdna101",152,5e+05,"external","dioecism"
"1283","Paralichthys californicus",1321,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Punta Banda",27.863113,-114.47302,NA,"","cytb",35,"700",0.7109,NA,0.002739,NA,"mtdna101",152,5e+05,"external","dioecism"
"1284","Paralichthys californicus",1322,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Tijuana Estuary",32.529308,-117.132024,NA,"","cytb",34,"700",0.8092,NA,0.002947,NA,"mtdna101",152,5e+05,"external","dioecism"
"1285","Paralichthys californicus",1323,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Agua Hedionda",33.141301,-117.343668,NA,"","cytb",14,"700",0.9231,NA,0.003566,NA,"mtdna101",152,5e+05,"external","dioecism"
"1286","Paralichthys californicus",1324,"California flounder","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Half Moon Bay",37,-123,NA,"","cytb",17,"700",0.8824,NA,0.002894,NA,"mtdna101",152,5e+05,"external","dioecism"
